"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2013","2,525.98","2,502.98","2,533.86","2,500.45","60.42K","1.33%"
"May 03, 2013","2,492.91","2,457.54","2,521.12","2,457.54","62.33K","1.77%"
"May 02, 2013","2,449.64","2,434.60","2,453.75","2,423.08","47.02K","0.10%"
"Apr 26, 2013","2,447.31","2,477.72","2,488.59","2,439.80","47.12K","-0.83%"
"Apr 25, 2013","2,467.88","2,486.86","2,505.48","2,456.57","60.56K","-1.11%"
"Apr 24, 2013","2,495.58","2,452.78","2,511.20","2,446.59","63.05K","1.88%"
"Apr 23, 2013","2,449.47","2,532.20","2,532.20","2,448.20","60.65K","-3.21%"
"Apr 22, 2013","2,530.67","2,525.11","2,539.05","2,518.26","62.51K","-0.12%"
"Apr 19, 2013","2,533.83","2,469.95","2,542.45","2,469.32","75.52K","2.80%"
"Apr 18, 2013","2,464.85","2,440.71","2,478.41","2,434.73","42.86K","0.26%"
"Apr 17, 2013","2,458.47","2,457.88","2,465.20","2,437.34","44.69K","-0.05%"
"Apr 16, 2013","2,459.59","2,419.51","2,461.05","2,416.62","55.28K","0.93%"
"Apr 15, 2013","2,436.82","2,453.97","2,461.67","2,430.15","46.54K","-1.03%"
"Apr 12, 2013","2,462.11","2,476.32","2,489.12","2,460.18","39.92K","-0.64%"
"Apr 11, 2013","2,477.88","2,502.50","2,508.59","2,476.40","42.99K","-0.30%"
"Apr 10, 2013","2,485.31","2,487.98","2,495.57","2,466.19","47.51K","-0.17%"
"Apr 09, 2013","2,489.43","2,477.29","2,505.29","2,477.29","52.39K","0.69%"
"Apr 08, 2013","2,472.30","2,443.24","2,473.31","2,429.50","53.30K","-0.45%"
"Apr 03, 2013","2,483.55","2,493.88","2,507.14","2,474.93","45.56K","-0.11%"
"Apr 02, 2013","2,486.39","2,495.84","2,524.46","2,475.00","55.68K","-0.27%"
"Apr 01, 2013","2,493.19","2,486.43","2,507.82","2,483.73","47.35K","-0.08%"
"Mar 29, 2013","2,495.08","2,502.78","2,509.11","2,482.49","52.40K","-0.17%"
"Mar 28, 2013","2,499.30","2,535.99","2,535.99","2,495.08","87.58K","-3.26%"
"Mar 27, 2013","2,583.53","2,575.73","2,611.94","2,566.34","56.91K","0.33%"
"Mar 26, 2013","2,575.05","2,601.96","2,607.36","2,554.97","63.96K","-1.46%"
"Mar 25, 2013","2,613.10","2,628.41","2,641.61","2,607.61","56.26K","-0.20%"
"Mar 22, 2013","2,618.31","2,612.26","2,625.53","2,603.34","55.65K","0.13%"
"Mar 21, 2013","2,614.99","2,611.58","2,626.54","2,598.51","69.55K","0.18%"
"Mar 20, 2013","2,610.17","2,526.97","2,610.17","2,526.83","90.70K","3.37%"
"Mar 19, 2013","2,525.10","2,507.40","2,532.07","2,491.85","54.54K","0.90%"
"Mar 18, 2013","2,502.49","2,526.08","2,544.62","2,499.83","59.81K","-1.47%"
"Mar 15, 2013","2,539.87","2,533.72","2,600.09","2,504.46","81.37K","0.22%"
"Mar 14, 2013","2,534.27","2,517.74","2,546.70","2,514.46","47.61K","0.27%"
"Mar 13, 2013","2,527.49","2,551.73","2,556.77","2,515.06","56.43K","-1.10%"
"Mar 12, 2013","2,555.61","2,590.39","2,619.51","2,530.25","71.94K","-1.42%"
"Mar 11, 2013","2,592.37","2,600.28","2,611.65","2,574.17","50.95K","-0.56%"
"Mar 08, 2013","2,606.93","2,622.68","2,632.62","2,601.96","59.43K","-0.48%"
"Mar 07, 2013","2,619.48","2,639.78","2,658.97","2,592.87","94.08K","-1.16%"
"Mar 06, 2013","2,650.20","2,634.87","2,658.14","2,620.43","95.83K","1.04%"
"Mar 05, 2013","2,622.81","2,547.89","2,623.17","2,541.77","89.66K","3.03%"
"Mar 04, 2013","2,545.72","2,619.42","2,619.57","2,528.69","110.62K","-4.61%"
"Mar 01, 2013","2,668.84","2,671.84","2,680.85","2,626.99","73.34K","-0.17%"
"Feb 28, 2013","2,673.33","2,611.94","2,673.71","2,594.00","86.92K","3.03%"
"Feb 27, 2013","2,594.68","2,576.05","2,615.25","2,569.38","63.23K","1.06%"
"Feb 26, 2013","2,567.59","2,587.38","2,631.09","2,564.67","80.00K","-1.43%"
"Feb 25, 2013","2,604.96","2,607.15","2,628.70","2,590.79","53.16K","0.32%"
"Feb 22, 2013","2,596.60","2,607.65","2,618.48","2,591.15","60.21K","-0.53%"
"Feb 21, 2013","2,610.55","2,675.74","2,675.74","2,584.76","100.66K","-3.41%"
"Feb 20, 2013","2,702.64","2,686.09","2,703.10","2,665.23","70.02K","0.63%"
"Feb 19, 2013","2,685.61","2,735.05","2,740.74","2,674.34","80.63K","-1.89%"
"Feb 18, 2013","2,737.47","2,784.07","2,787.74","2,731.51","76.44K","-1.24%"
"Feb 17, 2013","2,771.72","2,755.65","2,791.30","2,747.95","77.43K","0.00%"
"Feb 16, 2013","2,771.72","2,755.65","2,791.30","2,747.95","77.43K","0.00%"
"Feb 08, 2013","2,771.72","2,755.65","2,791.30","2,747.95","77.43K","0.43%"
"Feb 07, 2013","2,759.87","2,771.53","2,775.97","2,722.87","89.98K","-0.58%"
"Feb 06, 2013","2,775.84","2,771.91","2,787.46","2,765.74","82.78K","0.15%"
"Feb 05, 2013","2,771.68","2,727.93","2,779.95","2,725.36","116.13K","0.86%"
"Feb 04, 2013","2,748.03","2,753.69","2,768.50","2,731.08","127.94K","0.17%"
"Feb 01, 2013","2,743.32","2,677.19","2,744.32","2,671.27","103.88K","2.10%"
"Jan 31, 2013","2,686.88","2,690.95","2,696.88","2,671.33","96.74K","-0.07%"
"Jan 30, 2013","2,688.71","2,678.43","2,689.68","2,662.06","99.88K","0.48%"
"Jan 29, 2013","2,675.87","2,655.38","2,685.53","2,646.15","101.04K","0.91%"
"Jan 28, 2013","2,651.86","2,577.27","2,651.97","2,577.27","91.28K","3.12%"
"Jan 25, 2013","2,571.67","2,580.88","2,591.51","2,567.11","58.49K","-0.43%"
"Jan 24, 2013","2,582.76","2,606.43","2,663.40","2,564.21","111.28K","-0.95%"
"Jan 23, 2013","2,607.46","2,588.20","2,611.41","2,576.36","75.74K","0.41%"
"Jan 22, 2013","2,596.90","2,610.39","2,620.03","2,578.18","105.77K","-0.54%"
"Jan 21, 2013","2,610.90","2,605.65","2,611.20","2,582.65","84.13K","0.60%"
"Jan 18, 2013","2,595.44","2,568.69","2,607.45","2,553.45","77.94K","1.67%"
"Jan 17, 2013","2,552.76","2,570.71","2,575.06","2,539.67","69.92K","-0.94%"
"Jan 16, 2013","2,577.09","2,591.36","2,600.09","2,540.52","93.54K","-0.72%"
"Jan 15, 2013","2,595.86","2,579.13","2,605.41","2,576.92","98.62K","0.70%"
"Jan 14, 2013","2,577.72","2,474.18","2,583.62","2,474.00","93.55K","3.81%"
"Jan 11, 2013","2,483.23","2,533.49","2,539.79","2,473.70","74.24K","-1.87%"
"Jan 10, 2013","2,530.57","2,525.59","2,553.35","2,513.73","71.09K","0.18%"
"Jan 09, 2013","2,526.13","2,518.10","2,534.24","2,504.30","70.23K","0.03%"
"Jan 08, 2013","2,525.33","2,534.65","2,540.51","2,502.49","71.84K","-0.42%"
"Jan 07, 2013","2,535.99","2,518.05","2,545.97","2,511.60","75.17K","0.46%"
"Jan 04, 2013","2,524.41","2,551.81","2,558.53","2,498.89","97.99K","0.06%"
"Dec 31, 2012","2,522.95","2,485.56","2,522.95","2,485.56","82.00K","1.73%"
"Dec 28, 2012","2,480.05","2,448.08","2,481.59","2,444.38","67.17K","1.45%"
"Dec 27, 2012","2,444.59","2,464.78","2,479.79","2,443.68","73.26K","-0.53%"
"Dec 26, 2012","2,457.62","2,445.99","2,458.01","2,441.64","71.59K","0.38%"
"Dec 25, 2012","2,448.39","2,373.88","2,459.30","2,365.41","95.50K","2.82%"
"Dec 24, 2012","2,381.22","2,368.01","2,396.72","2,367.04","53.09K","0.39%"
"Dec 21, 2012","2,372.00","2,386.38","2,414.22","2,365.03","68.71K","-0.54%"
"Dec 20, 2012","2,384.82","2,361.32","2,391.92","2,346.55","65.66K","0.58%"
"Dec 19, 2012","2,371.11","2,362.80","2,387.14","2,358.03","63.29K","0.13%"
"Dec 18, 2012","2,368.12","2,361.09","2,398.63","2,347.08","85.79K","0.06%"
"Dec 17, 2012","2,366.70","2,359.20","2,380.00","2,358.66","94.09K","0.46%"
"Dec 14, 2012","2,355.86","2,245.64","2,357.11","2,245.64","110.89K","5.05%"
"Dec 13, 2012","2,242.64","2,260.60","2,266.72","2,242.56","41.94K","-1.11%"
"Dec 12, 2012","2,267.77","2,257.73","2,273.21","2,247.95","45.01K","0.41%"
"Dec 11, 2012","2,258.50","2,263.21","2,274.99","2,254.30","51.47K","-0.55%"
"Dec 10, 2012","2,271.05","2,254.91","2,276.28","2,250.44","73.38K","1.08%"
"Dec 07, 2012","2,246.76","2,203.89","2,250.53","2,198.11","76.17K","1.96%"
"Dec 06, 2012","2,203.60","2,205.61","2,216.98","2,191.23","48.58K","-0.19%"
"Dec 05, 2012","2,207.88","2,128.39","2,219.09","2,126.79","82.49K","3.58%"
"Dec 04, 2012","2,131.47","2,104.93","2,135.66","2,102.14","36.23K","1.07%"
"Dec 03, 2012","2,108.85","2,136.70","2,152.61","2,108.15","40.19K","-1.44%"
"Nov 30, 2012","2,139.66","2,114.24","2,142.86","2,109.96","36.41K","1.13%"
"Nov 29, 2012","2,115.68","2,128.80","2,140.88","2,114.48","29.67K","-0.63%"
"Nov 28, 2012","2,129.16","2,142.50","2,144.80","2,126.03","30.01K","-1.00%"
"Nov 27, 2012","2,150.64","2,168.59","2,173.46","2,150.22","31.95K","-1.15%"
"Nov 26, 2012","2,175.60","2,187.24","2,191.36","2,172.10","24.74K","-0.78%"
"Nov 23, 2012","2,192.68","2,184.41","2,202.47","2,179.73","28.67K","0.69%"
"Nov 22, 2012","2,177.55","2,181.18","2,185.58","2,169.66","22.91K","-0.79%"
"Nov 21, 2012","2,194.90","2,165.41","2,195.46","2,151.38","30.51K","1.39%"
"Nov 20, 2012","2,164.88","2,180.20","2,184.33","2,163.53","23.95K","-0.46%"
"Nov 19, 2012","2,174.99","2,175.18","2,176.49","2,149.54","26.98K","-0.10%"
"Nov 16, 2012","2,177.24","2,189.51","2,191.61","2,162.98","30.25K","-0.75%"
"Nov 15, 2012","2,193.62","2,210.75","2,220.99","2,193.52","28.32K","-1.33%"
"Nov 14, 2012","2,223.11","2,213.09","2,225.12","2,206.00","26.76K","0.48%"
"Nov 13, 2012","2,212.44","2,250.84","2,250.84","2,208.72","34.08K","-1.75%"
"Nov 12, 2012","2,251.85","2,242.96","2,254.70","2,232.74","34.72K","0.49%"
"Nov 09, 2012","2,240.92","2,241.76","2,252.20","2,235.23","30.51K","-0.20%"
"Nov 08, 2012","2,245.41","2,269.58","2,275.40","2,245.40","35.43K","-1.84%"
"Nov 07, 2012","2,287.51","2,288.76","2,300.89","2,277.02","33.07K","-0.21%"
"Nov 06, 2012","2,292.21","2,301.98","2,304.05","2,260.51","39.28K","-0.42%"
"Nov 05, 2012","2,301.88","2,302.74","2,318.23","2,290.14","39.51K","-0.21%"
"Nov 02, 2012","2,306.77","2,297.90","2,309.67","2,284.72","39.83K","0.39%"
"Nov 01, 2012","2,297.88","2,256.61","2,305.63","2,256.41","50.76K","1.91%"
"Oct 31, 2012","2,254.82","2,241.43","2,256.09","2,233.68","37.17K","0.67%"
"Oct 30, 2012","2,239.88","2,236.32","2,257.95","2,231.78","34.08K","0.18%"
"Oct 29, 2012","2,235.85","2,241.80","2,248.14","2,227.65","27.58K","-0.54%"
"Oct 26, 2012","2,247.91","2,291.31","2,293.18","2,237.06","40.90K","-1.89%"
"Oct 25, 2012","2,291.24","2,306.73","2,322.92","2,288.60","44.35K","-0.72%"
"Oct 24, 2012","2,307.78","2,303.40","2,321.43","2,302.17","37.54K","-0.19%"
"Oct 23, 2012","2,312.08","2,340.89","2,344.04","2,309.25","37.22K","-1.26%"
"Oct 22, 2012","2,341.59","2,320.47","2,347.89","2,315.89","34.37K","0.39%"
"Oct 19, 2012","2,332.47","2,335.11","2,342.53","2,328.73","35.93K","-0.15%"
"Oct 18, 2012","2,336.08","2,307.49","2,341.12","2,305.88","50.62K","1.53%"
"Oct 17, 2012","2,300.80","2,307.36","2,312.17","2,280.82","33.35K","0.11%"
"Oct 16, 2012","2,298.16","2,293.24","2,315.45","2,287.59","32.06K","0.14%"
"Oct 15, 2012","2,294.86","2,306.01","2,307.88","2,278.46","28.65K","-0.42%"
"Oct 12, 2012","2,304.53","2,311.28","2,332.15","2,287.01","36.87K","0.09%"
"Oct 11, 2012","2,302.53","2,315.90","2,321.35","2,300.93","41.30K","-0.93%"
"Oct 10, 2012","2,324.12","2,314.59","2,325.75","2,304.61","42.69K","0.17%"
"Oct 09, 2012","2,320.16","2,281.75","2,327.73","2,281.75","52.55K","2.21%"
"Oct 08, 2012","2,270.05","2,291.96","2,305.18","2,258.11","35.53K","-1.01%"
"Sep 28, 2012","2,293.11","2,235.06","2,297.03","2,234.32","57.88K","1.84%"
"Sep 27, 2012","2,251.72","2,186.00","2,266.30","2,185.77","53.02K","3.06%"
"Sep 26, 2012","2,184.89","2,208.91","2,216.82","2,181.08","27.46K","-1.14%"
"Sep 25, 2012","2,210.15","2,209.97","2,225.33","2,202.38","27.88K","-0.24%"
"Sep 24, 2012","2,215.52","2,183.97","2,225.80","2,172.88","37.50K","0.75%"
"Sep 21, 2012","2,199.06","2,190.33","2,217.47","2,186.53","38.12K","0.14%"
"Sep 20, 2012","2,195.95","2,236.19","2,236.19","2,194.22","42.55K","-2.24%"
"Sep 19, 2012","2,246.24","2,237.22","2,249.24","2,229.49","34.35K","0.49%"
"Sep 18, 2012","2,235.24","2,249.43","2,253.14","2,228.04","33.23K","-1.04%"
"Sep 17, 2012","2,258.70","2,312.05","2,314.99","2,258.18","48.99K","-2.45%"
"Sep 14, 2012","2,315.54","2,324.01","2,332.42","2,298.83","61.57K","0.74%"
"Sep 13, 2012","2,298.46","2,316.68","2,325.53","2,298.37","42.05K","-0.93%"
"Sep 12, 2012","2,320.07","2,325.93","2,337.20","2,298.30","49.62K","0.35%"
"Sep 11, 2012","2,311.89","2,316.53","2,316.53","2,294.82","46.26K","-0.64%"
"Sep 10, 2012","2,326.67","2,320.56","2,334.50","2,313.57","65.33K","0.41%"
"Sep 07, 2012","2,317.18","2,233.91","2,341.52","2,233.91","94.53K","4.48%"
"Sep 06, 2012","2,217.82","2,204.44","2,218.68","2,199.86","31.70K","0.82%"
"Sep 05, 2012","2,199.88","2,199.74","2,209.54","2,186.96","34.75K","-0.21%"
"Sep 04, 2012","2,204.41","2,231.72","2,234.88","2,199.51","34.85K","-1.08%"
"Sep 03, 2012","2,228.37","2,201.12","2,236.56","2,197.71","38.55K","1.07%"
"Aug 31, 2012","2,204.87","2,205.57","2,218.87","2,203.12","25.97K","-0.29%"
"Aug 30, 2012","2,211.37","2,204.51","2,223.20","2,188.72","35.49K","-0.16%"
"Aug 29, 2012","2,214.81","2,230.20","2,240.11","2,214.43","29.01K","-1.05%"
"Aug 28, 2012","2,238.41","2,226.90","2,250.60","2,222.00","33.77K","0.46%"
"Aug 27, 2012","2,228.20","2,268.49","2,268.49","2,228.15","37.39K","-2.09%"
"Aug 24, 2012","2,275.68","2,295.68","2,299.30","2,274.57","31.87K","-1.15%"
"Aug 23, 2012","2,302.20","2,298.18","2,311.65","2,285.37","31.34K","0.29%"
"Aug 22, 2012","2,295.59","2,315.14","2,317.37","2,285.76","31.71K","-0.78%"
"Aug 21, 2012","2,313.70","2,301.93","2,327.38","2,296.55","34.90K","0.52%"
"Aug 20, 2012","2,301.79","2,294.90","2,307.41","2,279.95","27.40K","-0.51%"
"Aug 17, 2012","2,313.48","2,318.43","2,322.89","2,295.16","26.07K","-0.27%"
"Aug 16, 2012","2,319.67","2,327.91","2,335.40","2,317.06","25.90K","-0.51%"
"Aug 15, 2012","2,331.61","2,350.02","2,350.02","2,330.15","30.58K","-1.08%"
"Aug 14, 2012","2,357.02","2,352.66","2,357.85","2,324.91","39.85K","0.22%"
"Aug 13, 2012","2,351.93","2,394.50","2,394.50","2,350.81","44.78K","-1.99%"
"Aug 10, 2012","2,399.75","2,409.94","2,413.42","2,395.91","34.70K","-0.50%"
"Aug 09, 2012","2,411.70","2,388.43","2,412.14","2,378.85","35.66K","0.92%"
"Aug 08, 2012","2,389.80","2,390.96","2,405.18","2,382.82","37.81K","0.04%"
"Aug 07, 2012","2,388.87","2,383.26","2,390.78","2,379.45","38.29K","0.14%"
"Aug 06, 2012","2,385.61","2,350.12","2,388.36","2,348.12","41.82K","1.35%"
"Aug 03, 2012","2,353.74","2,340.25","2,354.16","2,329.93","29.77K","0.81%"
"Aug 02, 2012","2,334.88","2,354.07","2,358.56","2,325.61","31.52K","-1.01%"
"Aug 01, 2012","2,358.65","2,332.13","2,371.12","2,331.95","31.42K","1.10%"
"Jul 31, 2012","2,332.92","2,336.88","2,350.07","2,329.51","32.10K","-0.12%"
"Jul 30, 2012","2,335.79","2,350.78","2,367.03","2,334.00","30.49K","-0.57%"
"Jul 27, 2012","2,349.11","2,353.94","2,364.98","2,341.29","31.09K","0.07%"
"Jul 26, 2012","2,347.49","2,360.13","2,374.87","2,344.70","31.31K","-0.53%"
"Jul 25, 2012","2,360.08","2,368.38","2,381.04","2,357.47","24.90K","-0.67%"
"Jul 24, 2012","2,375.99","2,353.22","2,392.35","2,352.80","30.31K","0.45%"
"Jul 23, 2012","2,365.43","2,379.89","2,379.89","2,357.51","32.39K","-1.38%"
"Jul 20, 2012","2,398.45","2,415.71","2,423.80","2,392.18","37.62K","-1.07%"
"Jul 19, 2012","2,424.32","2,407.44","2,444.06","2,401.29","46.95K","0.41%"
"Jul 18, 2012","2,414.34","2,412.06","2,420.78","2,373.65","41.75K","0.01%"
"Jul 17, 2012","2,414.20","2,391.90","2,421.93","2,391.28","33.42K","0.60%"
"Jul 16, 2012","2,399.73","2,452.59","2,452.59","2,399.61","42.77K","-2.08%"
"Jul 13, 2012","2,450.63","2,441.01","2,467.99","2,438.98","36.73K","0.06%"
"Jul 12, 2012","2,449.18","2,420.04","2,460.56","2,404.58","56.72K","0.97%"
"Jul 11, 2012","2,425.57","2,402.18","2,427.80","2,402.15","37.62K","0.78%"
"Jul 10, 2012","2,406.71","2,411.00","2,426.53","2,402.37","35.55K","-0.39%"
"Jul 09, 2012","2,416.04","2,455.89","2,470.20","2,414.95","49.22K","-2.29%"
"Jul 06, 2012","2,472.61","2,435.06","2,477.23","2,420.36","49.61K","1.74%"
"Jul 05, 2012","2,430.37","2,450.30","2,450.30","2,420.00","34.73K","-1.40%"
"Jul 04, 2012","2,464.92","2,474.53","2,481.34","2,455.99","34.45K","-0.15%"
"Jul 03, 2012","2,468.72","2,464.85","2,490.55","2,457.45","38.69K","0.14%"
"Jul 02, 2012","2,465.24","2,473.55","2,473.97","2,452.99","40.51K","0.15%"
"Jun 29, 2012","2,461.61","2,418.86","2,462.82","2,417.49","38.00K","1.48%"
"Jun 28, 2012","2,425.73","2,451.66","2,459.19","2,425.24","30.54K","-0.88%"
"Jun 27, 2012","2,447.20","2,452.67","2,470.76","2,444.34","30.01K","-0.31%"
"Jun 26, 2012","2,454.91","2,442.56","2,465.12","2,434.64","31.73K","-0.07%"
"Jun 25, 2012","2,456.52","2,501.16","2,501.16","2,455.01","40.11K","-2.22%"
"Jun 21, 2012","2,512.18","2,547.05","2,547.05","2,502.42","35.40K","-1.58%"
"Jun 20, 2012","2,552.61","2,563.64","2,570.66","2,549.44","29.85K","-0.23%"
"Jun 19, 2012","2,558.62","2,577.36","2,577.36","2,556.10","32.70K","-0.88%"
"Jun 18, 2012","2,581.21","2,576.63","2,593.22","2,572.99","35.69K","0.51%"
"Jun 15, 2012","2,568.05","2,565.19","2,580.17","2,538.57","42.79K","0.30%"
"Jun 14, 2012","2,560.42","2,573.33","2,584.71","2,558.57","40.25K","-0.78%"
"Jun 13, 2012","2,580.64","2,546.79","2,581.11","2,539.63","45.02K","1.59%"
"Jun 12, 2012","2,540.18","2,543.76","2,553.91","2,529.95","37.94K","-0.71%"
"Jun 11, 2012","2,558.26","2,529.60","2,565.43","2,523.77","40.10K","1.34%"
"Jun 08, 2012","2,524.33","2,558.84","2,559.13","2,520.41","43.86K","-0.70%"
"Jun 07, 2012","2,542.18","2,579.43","2,584.04","2,536.26","34.84K","-0.60%"
"Jun 06, 2012","2,557.40","2,564.23","2,573.74","2,547.33","33.86K","-0.06%"
"Jun 05, 2012","2,558.84","2,565.19","2,573.89","2,548.76","37.78K","-0.01%"
"Jun 04, 2012","2,559.03","2,598.73","2,608.32","2,558.92","52.48K","-2.81%"
"Jun 01, 2012","2,633.00","2,633.60","2,653.86","2,623.29","44.19K","0.04%"
"May 31, 2012","2,632.04","2,623.16","2,645.59","2,617.23","44.11K","-0.39%"
"May 30, 2012","2,642.26","2,646.37","2,655.16","2,636.52","51.86K","-0.32%"
"May 29, 2012","2,650.85","2,615.14","2,658.26","2,612.56","72.14K","1.38%"
"May 28, 2012","2,614.69","2,562.60","2,614.85","2,545.34","56.34K","1.62%"
"May 25, 2012","2,573.10","2,595.26","2,602.17","2,565.65","39.27K","-0.85%"
"May 24, 2012","2,595.26","2,613.09","2,630.41","2,588.21","42.84K","-0.83%"
"May 23, 2012","2,616.87","2,621.79","2,635.78","2,598.29","43.72K","-0.41%"
"May 22, 2012","2,627.53","2,598.17","2,627.60","2,597.60","42.77K","1.56%"
"May 21, 2012","2,587.23","2,572.37","2,604.22","2,563.97","38.60K","0.51%"
"May 18, 2012","2,573.98","2,595.55","2,603.19","2,567.30","43.42K","-1.53%"
"May 17, 2012","2,613.94","2,577.96","2,619.59","2,571.20","43.73K","1.53%"
"May 16, 2012","2,574.65","2,610.16","2,612.62","2,574.08","43.28K","-1.63%"
"May 15, 2012","2,617.37","2,597.64","2,618.18","2,591.60","45.77K","0.07%"
"May 14, 2012","2,615.53","2,653.81","2,656.28","2,613.35","52.08K","-0.81%"
"May 11, 2012","2,636.92","2,652.31","2,666.57","2,636.52","41.01K","-0.76%"
"May 10, 2012","2,657.21","2,657.87","2,667.68","2,649.38","46.96K","-0.01%"
"May 09, 2012","2,657.51","2,685.19","2,685.19","2,655.32","58.40K","-1.91%"
"May 08, 2012","2,709.12","2,717.41","2,717.82","2,683.56","63.11K","-0.32%"
"May 07, 2012","2,717.78","2,699.45","2,717.78","2,694.32","68.55K","0.07%"
"May 04, 2012","2,715.88","2,689.62","2,716.03","2,677.14","63.22K","0.91%"
"May 03, 2012","2,691.52","2,679.52","2,693.88","2,675.81","59.36K","0.30%"
"May 02, 2012","2,683.49","2,660.67","2,697.95","2,643.53","80.15K","2.18%"
"Apr 27, 2012","2,626.16","2,630.55","2,637.92","2,623.60","48.23K","-0.20%"
"Apr 26, 2012","2,631.49","2,632.72","2,643.77","2,617.09","58.97K","0.21%"
"Apr 25, 2012","2,625.99","2,598.23","2,631.44","2,593.33","62.47K","0.81%"
"Apr 24, 2012","2,604.87","2,594.80","2,640.30","2,559.46","71.14K","-0.04%"
"Apr 23, 2012","2,606.04","2,624.75","2,632.09","2,599.11","58.67K","-0.79%"
"Apr 20, 2012","2,626.84","2,591.51","2,627.38","2,589.35","61.45K","1.19%"
"Apr 19, 2012","2,596.06","2,598.33","2,606.86","2,585.30","46.45K","-0.15%"
"Apr 18, 2012","2,599.91","2,550.91","2,602.11","2,546.00","58.69K","2.28%"
"Apr 17, 2012","2,541.88","2,572.36","2,578.76","2,541.53","37.82K","-1.25%"
"Apr 16, 2012","2,574.04","2,564.23","2,586.20","2,559.78","40.84K","-0.25%"
"Apr 13, 2012","2,580.45","2,575.05","2,593.79","2,570.03","53.09K","0.39%"
"Apr 12, 2012","2,570.44","2,522.83","2,570.84","2,516.57","56.49K","2.00%"
"Apr 11, 2012","2,520.04","2,494.52","2,541.13","2,489.32","42.51K","0.01%"
"Apr 10, 2012","2,519.79","2,490.28","2,519.81","2,459.35","41.34K","0.99%"
"Apr 09, 2012","2,495.15","2,510.53","2,518.38","2,491.59","35.37K","-0.98%"
"Apr 06, 2012","2,519.83","2,509.45","2,525.53","2,502.70","42.37K","0.28%"
"Apr 05, 2012","2,512.83","2,449.21","2,517.39","2,441.27","54.33K","2.36%"
"Mar 30, 2012","2,454.90","2,447.94","2,461.98","2,438.49","37.03K","0.48%"
"Mar 29, 2012","2,443.12","2,463.69","2,476.48","2,429.73","46.13K","-1.28%"
"Mar 28, 2012","2,474.90","2,538.46","2,540.42","2,471.03","50.01K","-2.84%"
"Mar 27, 2012","2,547.14","2,565.55","2,571.90","2,544.37","35.95K","-0.32%"
"Mar 26, 2012","2,555.44","2,551.43","2,562.93","2,540.70","31.82K","0.10%"
"Mar 23, 2012","2,552.94","2,575.33","2,578.82","2,544.53","43.33K","-1.19%"
"Mar 22, 2012","2,583.75","2,586.94","2,599.24","2,570.45","44.93K","-0.16%"
"Mar 21, 2012","2,587.79","2,597.38","2,613.27","2,569.07","58.00K","0.13%"
"Mar 20, 2012","2,584.45","2,622.66","2,622.66","2,584.02","58.11K","-1.73%"
"Mar 19, 2012","2,630.01","2,617.66","2,631.05","2,598.63","57.65K","0.25%"
"Mar 16, 2012","2,623.52","2,591.80","2,624.32","2,577.24","58.09K","1.47%"
"Mar 15, 2012","2,585.55","2,602.66","2,618.25","2,575.44","72.57K","-0.75%"
"Mar 14, 2012","2,605.11","2,694.47","2,705.75","2,595.34","108.43K","-2.83%"
"Mar 13, 2012","2,681.07","2,653.68","2,681.33","2,649.17","58.40K","1.00%"
"Mar 12, 2012","2,654.40","2,663.24","2,666.43","2,636.42","62.33K","-0.37%"
"Mar 09, 2012","2,664.30","2,644.10","2,664.41","2,631.41","55.26K","1.08%"
"Mar 08, 2012","2,635.79","2,612.40","2,645.95","2,612.40","57.55K","1.26%"
"Mar 07, 2012","2,603.01","2,596.48","2,628.59","2,594.13","56.95K","-0.69%"
"Mar 06, 2012","2,621.05","2,654.80","2,657.96","2,615.60","62.45K","-1.56%"
"Mar 05, 2012","2,662.70","2,687.74","2,694.61","2,660.95","71.40K","-0.64%"
"Mar 02, 2012","2,679.93","2,637.96","2,679.93","2,637.96","64.12K","1.77%"
"Mar 01, 2012","2,633.34","2,622.74","2,647.78","2,621.86","42.15K","-0.03%"
"Feb 29, 2012","2,634.14","2,655.86","2,666.65","2,631.78","59.12K","-1.06%"
"Feb 28, 2012","2,662.46","2,652.34","2,671.83","2,641.46","77.59K","0.22%"
"Feb 27, 2012","2,656.57","2,658.12","2,693.84","2,656.57","101.51K","0.32%"
"Feb 24, 2012","2,648.02","2,607.34","2,648.02","2,602.78","86.00K","1.60%"
"Feb 23, 2012","2,606.26","2,595.78","2,614.54","2,590.52","70.38K","0.34%"
"Feb 22, 2012","2,597.48","2,564.32","2,598.86","2,560.34","76.38K","1.37%"
"Feb 21, 2012","2,562.45","2,544.84","2,562.91","2,520.79","47.90K","0.86%"
"Feb 20, 2012","2,540.71","2,571.91","2,574.75","2,539.90","56.15K","0.14%"
"Feb 17, 2012","2,537.09","2,551.82","2,558.34","2,522.86","39.00K","0.04%"
"Feb 16, 2012","2,536.07","2,544.64","2,559.34","2,519.04","54.40K","-0.53%"
"Feb 15, 2012","2,549.61","2,515.83","2,562.07","2,511.29","58.09K","1.09%"
"Feb 14, 2012","2,522.11","2,528.97","2,533.26","2,506.54","40.43K","-0.39%"
"Feb 13, 2012","2,531.98","2,504.41","2,553.45","2,496.30","51.91K","-0.06%"
"Feb 10, 2012","2,533.62","2,521.68","2,560.03","2,521.16","61.58K","0.17%"
"Feb 09, 2012","2,529.23","2,525.59","2,546.03","2,513.13","59.30K","0.04%"
