"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 29, 2016","3,156.75","3,153.54","3,171.29","3,149.40","58.03K","-0.12%"
"Apr 28, 2016","3,160.58","3,169.33","3,174.77","3,135.64","69.87K","-0.17%"
"Apr 27, 2016","3,165.92","3,181.93","3,188.83","3,162.69","60.00K","-0.42%"
"Apr 26, 2016","3,179.16","3,159.77","3,181.10","3,150.40","59.02K","0.54%"
"Apr 25, 2016","3,162.03","3,164.74","3,172.27","3,137.11","67.52K","-0.41%"
"Apr 22, 2016","3,174.90","3,142.56","3,175.38","3,137.99","77.08K","0.45%"
"Apr 21, 2016","3,160.60","3,160.80","3,198.56","3,150.94","104.75K","-0.64%"
"Apr 20, 2016","3,181.03","3,244.14","3,248.42","3,107.37","162.21K","-1.77%"
"Apr 19, 2016","3,238.30","3,243.97","3,250.73","3,221.58","80.87K","0.31%"
"Apr 18, 2016","3,228.45","3,252.67","3,252.67","3,221.66","97.09K","-1.34%"
"Apr 15, 2016","3,272.21","3,279.86","3,282.98","3,261.73","99.81K","-0.11%"
"Apr 14, 2016","3,275.83","3,277.10","3,286.07","3,252.05","113.16K","0.44%"
"Apr 13, 2016","3,261.38","3,237.86","3,296.52","3,237.86","195.61K","1.33%"
"Apr 12, 2016","3,218.45","3,227.37","3,232.26","3,198.90","92.87K","-0.36%"
"Apr 11, 2016","3,230.10","3,213.51","3,251.57","3,213.51","125.21K","1.39%"
"Apr 08, 2016","3,185.73","3,189.85","3,197.77","3,163.30","101.01K","-0.73%"
"Apr 07, 2016","3,209.29","3,266.29","3,270.82","3,208.64","112.41K","-1.48%"
"Apr 06, 2016","3,257.53","3,250.52","3,267.64","3,236.20","120.20K","-0.21%"
"Apr 05, 2016","3,264.49","3,211.30","3,271.93","3,205.21","146.05K","1.32%"
"Apr 01, 2016","3,221.89","3,213.67","3,222.61","3,165.86","118.12K","0.12%"
"Mar 31, 2016","3,218.09","3,229.20","3,241.93","3,208.66","121.55K","0.06%"
"Mar 30, 2016","3,216.28","3,161.29","3,216.68","3,161.29","117.80K","2.58%"
"Mar 29, 2016","3,135.41","3,171.31","3,178.07","3,122.76","97.30K","-1.08%"
"Mar 28, 2016","3,169.73","3,206.95","3,229.62","3,161.88","103.44K","-0.88%"
"Mar 25, 2016","3,197.82","3,176.81","3,204.44","3,174.32","97.40K","0.50%"
"Mar 24, 2016","3,181.85","3,211.50","3,221.91","3,181.81","133.13K","-1.68%"
"Mar 23, 2016","3,236.09","3,217.73","3,242.25","3,202.98","125.68K","0.32%"
"Mar 22, 2016","3,225.79","3,231.61","3,249.68","3,218.73","161.02K","-0.73%"
"Mar 21, 2016","3,249.44","3,203.29","3,267.78","3,198.36","233.27K","2.44%"
"Mar 18, 2016","3,171.96","3,136.22","3,197.67","3,130.10","197.30K","1.53%"
"Mar 17, 2016","3,124.20","3,096.81","3,147.84","3,077.57","121.66K","1.11%"
"Mar 16, 2016","3,090.03","3,068.87","3,100.35","3,064.52","124.74K","0.50%"
"Mar 15, 2016","3,074.78","3,061.34","3,077.08","3,028.58","98.31K","0.30%"
"Mar 14, 2016","3,065.69","3,039.57","3,106.80","3,034.00","117.11K","1.57%"
"Mar 11, 2016","3,018.28","2,990.21","3,026.44","2,982.17","73.33K","0.17%"
"Mar 10, 2016","3,013.15","3,056.21","3,074.16","3,012.69","76.07K","-1.91%"
"Mar 09, 2016","3,071.91","3,045.92","3,072.92","3,020.13","111.47K","-1.15%"
"Mar 08, 2016","3,107.67","3,100.15","3,109.25","3,001.83","136.24K","0.09%"
"Mar 07, 2016","3,104.84","3,109.00","3,130.90","3,083.58","132.46K","0.35%"
"Mar 04, 2016","3,093.89","3,047.54","3,101.66","3,032.42","219.17K","1.16%"
"Mar 03, 2016","3,058.42","3,050.39","3,078.44","3,040.25","173.11K","0.23%"
"Mar 02, 2016","3,051.33","2,933.92","3,054.72","2,933.12","175.97K","4.12%"
"Mar 01, 2016","2,930.69","2,881.34","2,950.44","2,863.32","116.05K","1.85%"
"Feb 29, 2016","2,877.47","2,939.58","2,939.87","2,821.21","129.34K","-2.39%"
"Feb 26, 2016","2,948.03","2,942.10","2,964.39","2,902.95","106.95K","1.00%"
"Feb 25, 2016","2,918.75","3,104.41","3,104.44","2,905.46","157.83K","-6.14%"
"Feb 24, 2016","3,109.55","3,077.61","3,109.55","3,055.25","111.78K","0.65%"
"Feb 23, 2016","3,089.36","3,117.20","3,119.22","3,061.43","112.57K","-0.95%"
"Feb 22, 2016","3,118.87","3,083.93","3,128.21","3,071.33","140.95K","2.20%"
"Feb 19, 2016","3,051.59","3,047.94","3,065.97","3,032.63","87.34K","-0.07%"
"Feb 18, 2016","3,053.70","3,079.53","3,093.51","3,049.84","124.40K","-0.31%"
"Feb 17, 2016","3,063.32","3,034.09","3,065.78","3,027.05","128.29K","0.87%"
"Feb 16, 2016","3,037.04","2,962.19","3,042.09","2,962.19","112.58K","3.07%"
"Feb 15, 2016","2,946.71","2,888.43","2,961.49","2,886.02","72.92K","-0.58%"
"Feb 05, 2016","2,963.79","2,982.06","2,988.36","2,962.85","76.85K","-0.70%"
"Feb 04, 2016","2,984.76","2,960.33","2,999.21","2,960.21","91.78K","1.22%"
"Feb 03, 2016","2,948.64","2,931.29","2,954.71","2,909.90","77.39K","-0.43%"
"Feb 02, 2016","2,961.33","2,901.53","2,972.43","2,901.51","88.60K","2.08%"
"Feb 01, 2016","2,901.05","2,939.04","2,944.52","2,869.56","86.80K","-1.53%"
"Jan 29, 2016","2,946.09","2,855.60","2,965.31","2,854.37","113.30K","3.24%"
"Jan 28, 2016","2,853.76","2,909.33","2,941.89","2,841.84","99.22K","-2.61%"
"Jan 27, 2016","2,930.35","2,953.18","2,963.54","2,839.29","132.23K","-0.35%"
"Jan 26, 2016","2,940.51","3,099.60","3,106.53","2,934.65","126.93K","-6.02%"
"Jan 25, 2016","3,128.89","3,129.03","3,149.33","3,105.10","81.54K","0.50%"
"Jan 22, 2016","3,113.46","3,114.89","3,132.17","3,053.96","89.95K","1.04%"
"Jan 21, 2016","3,081.35","3,136.38","3,202.54","3,081.35","111.19K","-2.93%"
"Jan 20, 2016","3,174.38","3,204.22","3,225.95","3,154.43","130.65K","-1.51%"
"Jan 19, 2016","3,223.13","3,132.70","3,227.91","3,119.22","127.65K","2.95%"
"Jan 18, 2016","3,130.73","3,068.23","3,165.62","3,066.73","101.13K","0.38%"
"Jan 15, 2016","3,118.73","3,200.89","3,216.80","3,101.05","124.60K","-3.19%"
"Jan 14, 2016","3,221.57","3,076.64","3,226.66","3,072.04","134.54K","2.08%"
"Jan 13, 2016","3,155.88","3,240.48","3,257.30","3,155.88","120.67K","-1.86%"
"Jan 12, 2016","3,215.71","3,214.82","3,242.25","3,174.55","128.23K","0.73%"
"Jan 11, 2016","3,192.45","3,303.12","3,342.48","3,192.45","174.64K","-5.03%"
"Jan 08, 2016","3,361.56","3,371.87","3,418.85","3,237.93","185.96K","2.04%"
"Jan 07, 2016","3,294.38","3,481.15","3,481.15","3,284.74","44.10K","-6.93%"
"Jan 06, 2016","3,539.81","3,482.41","3,543.74","3,468.47","145.97K","1.75%"
"Jan 05, 2016","3,478.78","3,382.18","3,518.22","3,377.28","162.12K","0.28%"
"Jan 04, 2016","3,469.07","3,725.86","3,726.24","3,468.95","115.37K","-7.02%"
"Dec 31, 2015","3,731.00","3,760.90","3,772.62","3,727.32","101.87K","-0.91%"
"Dec 30, 2015","3,765.18","3,762.91","3,765.66","3,726.28","105.63K","0.09%"
"Dec 29, 2015","3,761.87","3,723.05","3,762.05","3,710.48","101.89K","0.92%"
"Dec 28, 2015","3,727.63","3,847.53","3,853.39","3,727.63","153.99K","-2.88%"
"Dec 25, 2015","3,838.20","3,832.08","3,848.02","3,813.20","119.62K","0.23%"
"Dec 24, 2015","3,829.40","3,858.13","3,867.68","3,787.08","147.18K","-0.96%"
"Dec 23, 2015","3,866.38","3,877.87","3,926.69","3,862.96","207.02K","-0.27%"
"Dec 22, 2015","3,876.73","3,872.10","3,880.47","3,841.59","180.30K","0.28%"
"Dec 21, 2015","3,865.96","3,762.10","3,877.82","3,759.99","217.44K","2.60%"
"Dec 18, 2015","3,767.91","3,754.96","3,810.22","3,750.93","173.47K","0.32%"
"Dec 17, 2015","3,755.89","3,712.78","3,768.84","3,709.85","177.92K","1.91%"
"Dec 16, 2015","3,685.44","3,703.95","3,713.09","3,677.45","111.34K","-0.24%"
"Dec 15, 2015","3,694.39","3,707.73","3,717.36","3,679.23","126.48K","-0.46%"
"Dec 14, 2015","3,711.32","3,573.88","3,712.50","3,571.00","151.77K","2.86%"
"Dec 11, 2015","3,608.06","3,605.37","3,630.74","3,578.15","110.32K","-0.41%"
"Dec 10, 2015","3,623.08","3,634.37","3,678.32","3,615.99","120.22K","-0.35%"
"Dec 09, 2015","3,635.94","3,613.42","3,655.16","3,611.49","113.33K","0.36%"
"Dec 08, 2015","3,623.02","3,668.84","3,668.84","3,619.44","125.78K","-1.75%"
"Dec 07, 2015","3,687.61","3,681.58","3,699.34","3,658.58","113.88K","0.27%"
"Dec 04, 2015","3,677.59","3,719.73","3,726.12","3,667.29","151.20K","-1.91%"
"Dec 03, 2015","3,749.30","3,709.55","3,758.45","3,693.14","197.76K","0.73%"
"Dec 02, 2015","3,721.95","3,587.76","3,725.85","3,573.40","213.54K","3.63%"
"Dec 01, 2015","3,591.70","3,562.32","3,617.31","3,536.12","136.54K","0.71%"
"Nov 30, 2015","3,566.41","3,554.89","3,587.97","3,455.07","173.20K","0.26%"
"Nov 27, 2015","3,556.99","3,739.10","3,742.74","3,534.39","208.94K","-5.38%"
"Nov 26, 2015","3,759.43","3,795.25","3,805.84","3,756.82","173.53K","-0.59%"
"Nov 25, 2015","3,781.61","3,747.76","3,781.86","3,735.72","151.95K","0.74%"
"Nov 24, 2015","3,753.89","3,745.76","3,754.17","3,702.74","143.38K","0.01%"
"Nov 23, 2015","3,753.34","3,774.44","3,802.85","3,743.41","175.63K","-0.56%"
"Nov 20, 2015","3,774.38","3,778.88","3,793.54","3,757.03","186.95K","-0.02%"
"Nov 19, 2015","3,774.97","3,725.62","3,775.23","3,714.67","154.63K","1.60%"
"Nov 18, 2015","3,715.58","3,760.46","3,771.85","3,706.31","185.69K","-1.14%"
"Nov 17, 2015","3,758.39","3,790.43","3,852.77","3,750.16","248.53K","-0.15%"
"Nov 16, 2015","3,764.13","3,682.73","3,764.41","3,680.07","161.69K","0.48%"
"Nov 13, 2015","3,746.24","3,756.20","3,793.71","3,727.58","203.49K","-1.29%"
"Nov 12, 2015","3,795.32","3,841.74","3,843.90","3,771.27","217.54K","-1.00%"
"Nov 11, 2015","3,833.65","3,828.45","3,843.11","3,781.41","232.23K","0.01%"
"Nov 10, 2015","3,833.24","3,806.67","3,876.49","3,798.82","286.52K","-0.19%"
"Nov 09, 2015","3,840.35","3,796.38","3,891.77","3,796.38","356.81K","1.24%"
"Nov 06, 2015","3,793.37","3,698.34","3,801.70","3,694.66","298.75K","2.36%"
"Nov 05, 2015","3,705.97","3,630.78","3,781.41","3,627.30","398.05K","2.13%"
"Nov 04, 2015","3,628.54","3,477.16","3,628.54","3,477.16","205.42K","4.70%"
"Nov 03, 2015","3,465.49","3,484.72","3,501.70","3,452.62","101.40K","-0.30%"
"Nov 02, 2015","3,475.96","3,489.23","3,543.45","3,474.71","130.00K","-1.64%"
"Oct 30, 2015","3,534.08","3,530.22","3,574.47","3,497.57","139.14K","0.02%"
"Oct 29, 2015","3,533.31","3,539.98","3,561.81","3,507.97","127.01K","0.24%"
"Oct 28, 2015","3,524.92","3,575.80","3,598.17","3,517.21","170.98K","-1.89%"
"Oct 27, 2015","3,592.88","3,569.45","3,601.05","3,486.10","192.06K","0.10%"
"Oct 26, 2015","3,589.26","3,614.70","3,620.76","3,561.19","204.25K","0.50%"
"Oct 23, 2015","3,571.24","3,536.84","3,581.84","3,515.82","198.29K","1.33%"
"Oct 22, 2015","3,524.53","3,453.20","3,530.77","3,442.31","184.31K","1.48%"
"Oct 21, 2015","3,473.25","3,580.84","3,601.24","3,417.41","282.08K","-2.92%"
"Oct 20, 2015","3,577.70","3,527.88","3,577.80","3,510.44","179.03K","1.23%"
"Oct 19, 2015","3,534.18","3,548.95","3,572.99","3,502.50","207.61K","0.00%"
"Oct 16, 2015","3,534.07","3,508.52","3,537.54","3,487.10","208.97K","1.36%"
"Oct 15, 2015","3,486.82","3,403.39","3,486.82","3,402.32","171.16K","2.37%"
"Oct 14, 2015","3,406.11","3,431.14","3,458.70","3,403.23","152.17K","-1.13%"
"Oct 13, 2015","3,445.04","3,422.48","3,452.05","3,413.97","145.43K","-0.08%"
"Oct 12, 2015","3,447.69","3,351.14","3,486.63","3,347.25","221.40K","3.22%"
"Oct 09, 2015","3,340.12","3,302.36","3,352.38","3,293.97","124.35K","1.32%"
"Oct 08, 2015","3,296.48","3,324.98","3,337.33","3,294.60","132.08K","2.92%"
"Sep 30, 2015","3,202.95","3,195.90","3,223.91","3,186.77","78.56K","0.76%"
"Sep 29, 2015","3,178.85","3,197.22","3,208.42","3,159.04","87.15K","-1.97%"
"Sep 28, 2015","3,242.75","3,226.61","3,246.55","3,186.51","74.22K","0.33%"
"Sep 25, 2015","3,231.95","3,272.66","3,290.86","3,201.91","121.42K","-1.61%"
"Sep 24, 2015","3,285.00","3,278.90","3,300.86","3,255.90","102.01K","0.67%"
"Sep 23, 2015","3,263.03","3,290.07","3,315.94","3,253.33","123.17K","-2.28%"
"Sep 22, 2015","3,339.03","3,312.37","3,371.41","3,303.18","146.22K","0.93%"
"Sep 21, 2015","3,308.25","3,222.60","3,312.55","3,211.93","122.79K","1.75%"
"Sep 18, 2015","3,251.27","3,254.44","3,280.88","3,227.83","106.90K","0.44%"
"Sep 17, 2015","3,237.00","3,287.66","3,354.91","3,237.00","169.40K","-2.18%"
"Sep 16, 2015","3,309.25","3,149.16","3,345.92","3,131.37","159.71K","4.98%"
"Sep 15, 2015","3,152.23","3,208.74","3,240.08","3,131.98","143.56K","-3.93%"
"Sep 14, 2015","3,281.13","3,367.64","3,373.92","3,187.57","205.46K","-1.97%"
"Sep 11, 2015","3,347.19","3,349.88","3,383.13","3,315.48","108.55K","-0.31%"
"Sep 10, 2015","3,357.56","3,349.28","3,398.32","3,337.31","144.88K","-1.23%"
"Sep 09, 2015","3,399.31","3,344.82","3,426.65","3,330.29","220.47K","1.96%"
"Sep 08, 2015","3,334.02","3,221.79","3,340.22","3,170.81","154.60K","2.57%"
"Sep 07, 2015","3,250.49","3,347.29","3,422.22","3,240.24","204.22K","-3.43%"
"Sep 02, 2015","3,365.83","3,220.85","3,387.02","3,213.64","347.79K","0.11%"
"Sep 01, 2015","3,362.08","3,296.53","3,370.50","3,190.58","352.46K","-0.13%"
"Aug 31, 2015","3,366.54","3,307.40","3,368.28","3,205.54","280.25K","0.73%"
"Aug 28, 2015","3,342.29","3,246.24","3,353.24","3,223.62","299.50K","4.26%"
"Aug 27, 2015","3,205.64","3,092.81","3,206.72","3,028.40","267.30K","5.95%"
"Aug 26, 2015","3,025.69","3,062.57","3,192.93","2,952.01","308.27K","-0.57%"
"Aug 25, 2015","3,042.93","3,070.01","3,200.11","3,019.56","276.08K","-7.10%"
"Aug 24, 2015","3,275.53","3,454.60","3,468.15","3,266.55","255.44K","-8.75%"
"Aug 21, 2015","3,589.54","3,714.29","3,757.78","3,578.17","217.99K","-4.57%"
"Aug 20, 2015","3,761.45","3,848.40","3,880.82","3,761.45","212.17K","-3.21%"
"Aug 19, 2015","3,886.14","3,748.27","3,898.74","3,668.19","269.05K","1.59%"
"Aug 18, 2015","3,825.41","4,084.31","4,103.05","3,816.55","319.88K","-6.19%"
"Aug 17, 2015","4,077.87","4,058.11","4,081.77","4,009.99","256.94K","0.11%"
"Aug 14, 2015","4,073.54","4,097.92","4,113.16","4,056.73","253.39K","-0.05%"
"Aug 13, 2015","4,075.46","4,010.01","4,075.70","3,967.82","242.84K","1.48%"
"Aug 12, 2015","4,016.13","4,025.67","4,078.03","4,015.35","255.15K","-1.24%"
"Aug 11, 2015","4,066.67","4,083.59","4,110.13","4,042.00","322.03K","-0.43%"
"Aug 10, 2015","4,084.36","3,947.47","4,101.73","3,932.84","306.78K","4.54%"
"Aug 07, 2015","3,906.94","3,866.43","3,926.65","3,857.91","183.35K","1.96%"
"Aug 06, 2015","3,831.85","3,802.93","3,888.69","3,793.24","147.28K","-0.91%"
"Aug 05, 2015","3,866.90","3,937.62","3,962.28","3,858.66","200.48K","-2.06%"
"Aug 04, 2015","3,948.16","3,827.37","3,948.45","3,801.03","220.24K","3.11%"
"Aug 03, 2015","3,829.24","3,766.07","3,829.24","3,742.58","245.81K","0.33%"
"Jul 31, 2015","3,816.70","3,777.15","3,863.62","3,757.99","222.38K","0.03%"
"Jul 30, 2015","3,815.41","3,915.78","3,968.53","3,802.88","271.55K","-2.93%"
"Jul 29, 2015","3,930.38","3,839.96","3,934.00","3,769.19","276.97K","3.13%"
"Jul 28, 2015","3,811.09","3,690.97","3,883.45","3,627.42","383.53K","-0.20%"
"Jul 27, 2015","3,818.73","4,097.80","4,156.31","3,817.17","365.06K","-8.56%"
"Jul 24, 2015","4,176.28","4,255.20","4,299.65","4,154.62","392.05K","-1.75%"
"Jul 23, 2015","4,250.81","4,158.93","4,262.06","4,148.82","354.47K","2.25%"
"Jul 22, 2015","4,157.16","4,148.56","4,187.43","4,094.71","318.95K","-0.21%"
"Jul 21, 2015","4,166.01","4,109.76","4,201.48","4,081.70","318.38K","0.13%"
"Jul 20, 2015","4,160.61","4,157.06","4,221.69","4,106.39","352.67K","0.22%"
"Jul 17, 2015","4,151.50","4,023.76","4,190.19","4,000.23","331.11K","3.86%"
"Jul 16, 2015","3,997.36","3,949.64","4,067.02","3,856.32","330.53K","0.77%"
"Jul 15, 2015","3,966.76","4,068.88","4,114.24","3,899.51","421.96K","-3.54%"
"Jul 14, 2015","4,112.15","4,178.63","4,258.51","4,062.50","454.42K","-2.37%"
"Jul 13, 2015","4,211.81","4,132.23","4,278.16","4,072.43","502.09K","2.56%"
"Jul 10, 2015","4,106.56","3,916.27","4,179.11","3,887.55","500.70K","5.36%"
"Jul 09, 2015","3,897.63","3,621.68","3,930.26","3,537.83","503.87K","6.40%"
"Jul 08, 2015","3,663.04","3,651.06","3,762.62","3,612.25","581.47K","-6.75%"
"Jul 07, 2015","3,928.00","3,877.85","3,960.64","3,743.62","679.39K","-1.76%"
"Jul 06, 2015","3,998.54","4,218.27","4,218.27","3,832.47","648.10K","2.90%"
"Jul 03, 2015","3,885.92","4,017.20","4,164.63","3,785.90","429.30K","-5.41%"
"Jul 02, 2015","4,108.00","4,287.73","4,312.19","4,000.06","457.06K","-3.41%"
