Real,Predicted
3898.5,3891.7115213429925
3886.92,3894.361197783351
3862.48,3875.4228966903684
3854.86,3856.6685761243107
3852.93,3851.9142567515373
3927.17,3849.75506401062
3938.34,3922.7580394840243
3898.64,3925.7745409440995
3871.14,3884.0286261892315
3808.86,3867.160234888196
3748.64,3808.183963698149
3766.28,3750.051373820305
3811.84,3771.6993381214143
3760.85,3810.4028669786453
3766.33,3748.5287286949156
3843.49,3760.7340293574334
3828.7,3842.626510925293
3755.49,3815.030918139219
3756.88,3742.735122976303
3763.65,3758.852065376639
3793.0,3764.4586779534816
3774.6,3786.62052280426
3834.19,3765.130384731293
3878.68,3827.764254552126
3871.62,3869.474414229393
3893.06,3855.8434111118318
3872.84,3883.635490838289
3909.29,3865.1886001896855
3924.1,3903.3573215317724
3892.84,3916.692335820198
3864.05,3881.5509500312805
3903.06,3858.9727238518
3921.24,3902.8462328135965
3906.21,3914.4495432567596
3854.58,3894.5621746063234
3827.22,3847.466363840103
3816.5,3826.8147554469106
3833.26,3817.562037177086
3804.01,3830.900496661663
3723.37,3797.1131669497486
3802.38,3717.4986212551594
3770.59,3807.2685607123376
3807.58,3764.6639330887797
3845.32,3797.4689249396324
3837.35,3839.3548760890963
3831.01,3824.3372401452066
3779.62,3822.04802765131
3779.98,3774.2887295842174
3825.95,3779.170420616865
3788.34,3825.2173189210894
3773.37,3777.7192881095407
3753.43,3766.271806510687
3621.12,3752.066581997275
3635.44,3616.878104953766
3592.97,3643.512820059657
3608.9,3597.75963037312
3560.48,3605.837762374878
3531.11,3556.757150583267
3459.26,3527.980205090642
3423.53,3459.9931145846845
3510.98,3426.793199300766
3407.96,3516.3905311107637
3409.28,3396.775356229544
3363.75,3404.932943725586
3342.44,3367.3035159611704
3365.12,3340.8136724042893
3459.18,3366.2123072052004
3467.52,3454.8309248685837
3407.53,3451.581005296707
3481.06,3391.8388331604
3492.69,3481.0465525746345
3472.09,3486.316746368408
3449.38,3458.4162365043167
3431.32,3444.3814246332645
3428.34,3429.5985953181985
3492.89,3426.5953829675914
3525.75,3490.11246527195
3581.71,3515.072826766968
3577.75,3567.7453767943384
3536.25,3563.9510858416556
3521.23,3525.253202855587
3515.08,3519.5320416605473
3517.66,3514.6346707344055
3447.39,3514.0648855268955
3370.96,3441.380731070638
3315.28,3370.6775873613356
3273.27,3322.6681561601163
3368.87,3279.6215772825476
3314.51,3373.665252494812
3397.53,3303.942548379898
3405.02,3389.1028945684434
3390.34,3397.360349714756
3372.91,3376.3502910351754
3291.98,3367.9564586520196
3276.73,3288.6608202946186
3229.62,3280.1845691633225
3267.25,3232.791589100361
3326.65,3268.170992999077
3307.95,3323.1477583885194
3320.03,3293.6394573497773
3325.33,3311.043088853359
3406.57,3320.788731122017
3400.17,3400.5828433334827
3386.57,3386.9339668226244
3351.09,3374.01155431509
3334.5,3347.1406671720747
3321.82,3333.4381908667087
3363.9,3321.1783693975212
3298.14,3361.7753193426133
3262.88,3289.5055991113186
3277.64,3259.210924127102
3230.07,3281.8942386031154
3224.21,3226.3149176323413
3202.02,3221.896638851166
3236.57,3201.6148520636557
